timestamp(ms),OmegaX,OmegaY,OmegaZ,AngleError,TrqX,TrqY,TrqZ,QuatW,QuatX,QuatY,QuatZ,ADCS_Mode,Tgt_I_X,Tgt_I_Y,Tgt_I_Z,Act_I_X,Act_I_Y,Act_I_Z,PWM_X,PWM_Y,PWM_Z,
"1770621159,285","0,459349","-0,013962","-0,202064","65,44","0","0,000002","0,000001","0,8413","0,4924","-0,0845","-0,2064","1","0,2","-0,0998","0,2","0,2","-0,0998","0,2","50","-24,96","50",
"1770621159,291","0,459365","-0,013402","-0,202059","65,73","0","0,000002","0,000001","0,84","0,4944","-0,0845","-0,2071","1","0,2","-0,097","0,2","0,2","-0,097","0,2","50","-24,24","50",
"1770621159,302","0,459381","-0,012842","-0,202055","66,01","0","0,000002","0,000001","0,8386","0,4964","-0,0846","-0,2078","1","0,2","-0,0941","0,2","0,2","-0,0941","0,2","50","-23,52","50",
"1770621159,314","0,459396","-0,012281","-0,202051","66,3","0","0,000002","0,000001","0,8373","0,4984","-0,0846","-0,2085","1","0,2","-0,0913","0,2","0,2","-0,0913","0,2","50","-22,81","50",
"1770621159,325","0,45941","-0,011721","-0,202047","66,58","0","0,000002","0,000001","0,8359","0,5004","-0,0846","-0,2092","1","0,2","-0,0884","0,2","0,2","-0,0884","0,2","50","-22,1","50",
"1770621159,336","0,459424","-0,011161","-0,202043","66,87","0","0,000002","0,000001","0,8345","0,5024","-0,0846","-0,2098","1","0,2","-0,0856","0,2","0,2","-0,0856","0,2","50","-21,4","50",
"1770621159,347","0,459437","-0,010601","-0,202039","67,15","0","0,000002","0,000001","0,8331","0,5044","-0,0847","-0,2105","1","0,2","-0,0828","0,2","0,2","-0,0828","0,2","50","-20,69","50",
"1770621159,357","0,459449","-0,010041","-0,202035","67,44","0","0,000002","0,000001","0,8318","0,5063","-0,0847","-0,2112","1","0,2","-0,0799","0,2","0,2","-0,0799","0,2","50","-19,99","50",
"1770621159,37","0,45946","-0,009481","-0,202031","67,72","0","0,000002","0,000001","0,8304","0,5083","-0,0847","-0,2119","1","0,2","-0,0771","0,2","0,2","-0,0771","0,2","50","-19,29","50",
"1770621159,38","0,459471","-0,008921","-0,202028","68,01","0","0,000003","0,000001","0,829","0,5103","-0,0847","-0,2125","1","0,2","-0,0744","0,2","0,2","-0,0744","0,2","50","-18,59","50",
"1770621159,393","0,459481","-0,00836","-0,202024","68,29","0","0,000003","0,000001","0,8276","0,5123","-0,0847","-0,2132","1","0,2","-0,0716","0,2","0,2","-0,0716","0,2","50","-17,89","50",
"1770621159,404","0,459491","-0,0078","-0,202021","68,58","0","0,000003","0,000001","0,8262","0,5143","-0,0847","-0,2139","1","0,2","-0,0688","0,2","0,2","-0,0688","0,2","50","-17,2","50",
"1770621159,415","0,4595","-0,00724","-0,202017","68,86","0","0,000003","0,000001","0,8248","0,5162","-0,0847","-0,2145","1","0,2","-0,066","0,2","0,2","-0,066","0,2","50","-16,51","50",
"1770621159,427","0,459508","-0,00668","-0,202014","69,15","0","0,000003","0,000001","0,8234","0,5182","-0,0847","-0,2152","1","0,2","-0,0633","0,2","0,2","-0,0633","0,2","50","-15,82","50",
"1770621159,436","0,459515","-0,00612","-0,20201","69,43","0","0,000003","0,000001","0,822","0,5202","-0,0847","-0,2158","1","0,2","-0,0605","0,2","0,2","-0,0605","0,2","50","-15,13","50",
"1770621159,447","0,459522","-0,005559","-0,202007","69,72","0","0,000003","0,000001","0,8206","0,5222","-0,0847","-0,2165","1","0,2","-0,0578","0,2","0,2","-0,0578","0,2","50","-14,45","50",
"1770621159,457","0,459528","-0,004999","-0,202004","70","0","0,000003","0,000001","0,8191","0,5241","-0,0847","-0,2171","1","0,2","-0,0551","0,2","0,2","-0,0551","0,2","50","-13,77","50",
"1770621159,469","0,459533","-0,004439","-0,202001","70,29","0","0,000003","0,000001","0,8177","0,5261","-0,0847","-0,2178","1","0,2","-0,0524","0,2","0,2","-0,0524","0,2","50","-13,09","50",
"1770621159,482","0,459538","-0,003879","-0,201998","70,57","0","0,000003","0,000001","0,8163","0,528","-0,0847","-0,2184","1","0,2","-0,0496","0,2","0,2","-0,0496","0,2","50","-12,41","50",
"1770621159,493","0,459542","-0,003319","-0,201995","70,86","0","0,000003","0,000001","0,8148","0,53","-0,0847","-0,219","1","0,2","-0,047","0,2","0,2","-0,047","0,2","50","-11,74","50",
"1770621159,536","0,459545","-0,002758","-0,201992","71,14","0","0,000003","0,000001","0,8134","0,5319","-0,0846","-0,2197","1","0,2","-0,0443","0,2","0,2","-0,0443","0,2","50","-11,07","50",
"1770621159,561","0,459548","-0,002198","-0,201989","71,43","0","0,000003","0,000001","0,8119","0,5339","-0,0846","-0,2203","1","0,2","-0,0416","0,2","0,2","-0,0416","0,2","50","-10,4","50",
"1770621159,581","0,459549","-0,001638","-0,201987","71,71","0","0,000003","0,000001","0,8105","0,5358","-0,0846","-0,2209","1","0,2","-0,0389","0,2","0,2","-0,0389","0,2","50","-9,73","50",
"1770621159,588","0,459551","-0,001078","-0,201984","72","0","0,000003","0,000001","0,809","0,5378","-0,0846","-0,2216","1","0,2","-0,0363","0,2","0,2","-0,0363","0,2","50","-9,07","50",
"1770621159,602","0,459551","-0,000518","-0,201981","72,28","0","0,000003","0,000001","0,8076","0,5397","-0,0845","-0,2222","1","0,2","-0,0336","0,2","0,2","-0,0336","0,2","50","-8,41","50",
"1770621159,615","0,459551","0,000042","-0,201979","72,57","0","0,000003","0,000001","0,8061","0,5417","-0,0845","-0,2228","1","0,2","-0,031","0,2","0,2","-0,031","0,2","50","-7,75","50",
"1770621159,647","0,45955","0,000603","-0,201976","72,85","0","0,000003","0,000001","0,8046","0,5436","-0,0845","-0,2234","1","0,2","-0,0284","0,2","0,2","-0,0284","0,2","50","-7,09","50",
"1770621159,657","0,459548","0,001163","-0,201974","73,13","0","0,000003","0,000001","0,8032","0,5455","-0,0844","-0,2241","1","0,2","-0,0258","0,2","0,2","-0,0258","0,2","50","-6,44","50",
"1770621159,669","0,459546","0,001723","-0,201972","73,42","0","0,000003","0,000001","0,8017","0,5475","-0,0844","-0,2247","1","0,2","-0,0232","0,2","0,2","-0,0232","0,2","50","-5,79","50",
"1770621159,68","0,459543","0,002283","-0,201969","73,7","0","0,000003","0,000001","0,8002","0,5494","-0,0843","-0,2253","1","0,2","-0,0206","0,2","0,2","-0,0206","0,2","50","-5,14","50",
"1770621159,692","0,459539","0,002843","-0,201967","73,99","0","0,000003","0,000001","0,7987","0,5513","-0,0843","-0,2259","1","0,2","-0,018","0,2","0,2","-0,018","0,2","50","-4,5","50",
"1770621159,702","0,459535","0,003403","-0,201965","74,27","0","0,000003","0,000001","0,7972","0,5532","-0,0842","-0,2265","1","0,2","-0,0154","0,2","0,2","-0,0154","0,2","50","-3,86","50",
"1770621159,713","0,45953","0,003963","-0,201963","74,56","0","0,000003","0,000001","0,7957","0,5552","-0,0842","-0,2271","1","0,2","-0,0129","0,2","0,2","-0,0129","0,2","50","-3,22","50",
"1770621159,723","0,459524","0,004524","-0,201961","74,84","-0,000001","0,000003","0,000001","0,7942","0,5571","-0,0841","-0,2277","1","0,2","-0,0103","0,2","0,2","-0,0103","0,2","50","-2,58","50",
"1770621159,733","0,459518","0,005084","-0,201959","75,13","-0,000001","0,000003","0,000001","0,7927","0,559","-0,0841","-0,2283","1","0,2","-0,0078","0,2","0,2","-0,0078","0,2","50","-1,95","50",
"1770621159,745","0,459511","0,005644","-0,201957","75,41","-0,000001","0,000003","0,000001","0,7912","0,5609","-0,084","-0,2289","1","0,2","-0,0053","0,2","0,2","-0,0053","0,2","50","-1,32","50",
"1770621159,756","0,459503","0,006204","-0,201956","75,69","-0,000001","0,000003","0,000001","0,7897","0,5628","-0,0839","-0,2295","1","0,2","-0,0027","0,2","0,2","-0,0027","0,2","50","-0,69","50",
"1770621159,767","0,459494","0,006764","-0,201954","75,98","-0,000001","0,000003","0,000001","0,7881","0,5647","-0,0839","-0,23","1","0,2","-0,0002","0,2","0,2","-0,0002","0,2","50","-0,06","50",
"1770621159,778","0,459485","0,007324","-0,201952","76,26","-0,000001","0,000003","0,000001","0,7866","0,5666","-0,0838","-0,2306","1","0,2","0,0022","0,2","0,2","0,0022","0,2","50","0,56","50",
"1770621159,788","0,459475","0,007884","-0,201951","76,55","-0,000001","0,000003","0","0,7851","0,5685","-0,0837","-0,2312","1","0,2","0,0047","0,2","0,2","0,0047","0,2","50","1,18","50",
"1770621159,799","0,459465","0,008444","-0,201949","76,83","-0,000001","0,000003","0","0,7835","0,5704","-0,0837","-0,2318","1","0,1993","0,0072","0,2","0,1993","0,0072","0,2","49,83","1,8","50",
"1770621159,816","0,459454","0,009004","-0,201948","77,11","-0,000001","0,000003","0","0,782","0,5723","-0,0836","-0,2324","1","0,1984","0,0096","0,2","0,1984","0,0096","0,2","49,61","2,41","50",
"1770621159,825","0,459442","0,009564","-0,201946","77,4","-0,000001","0,000003","0","0,7804","0,5742","-0,0835","-0,2329","1","0,1975","0,0121","0,2","0,1975","0,0121","0,2","49,38","3,02","50",
"1770621159,849","0,459429","0,010124","-0,201945","77,68","-0,000001","0,000003","0","0,7789","0,5761","-0,0834","-0,2335","1","0,1966","0,0145","0,2","0,1966","0,0145","0,2","49,15","3,63","50",
"1770621159,862","0,459416","0,010684","-0,201944","77,97","-0,000001","0,000003","0","0,7773","0,578","-0,0833","-0,2341","1","0,1957","0,0169","0,2","0,1957","0,0169","0,2","48,92","4,23","50",
"1770621159,873","0,459402","0,011244","-0,201943","78,25","-0,000001","0,000003","0","0,7758","0,5798","-0,0832","-0,2346","1","0,1948","0,0193","0,2","0,1948","0,0193","0,2","48,69","4,83","50",
"1770621159,886","0,459387","0,011804","-0,201942","78,54","-0,000001","0,000003","0","0,7742","0,5817","-0,0832","-0,2352","1","0,1938","0,0217","0,2","0,1938","0,0217","0,2","48,46","5,43","50",
"1770621159,898","0,459372","0,012364","-0,201941","78,82","-0,000001","0,000003","0","0,7726","0,5836","-0,0831","-0,2357","1","0,1929","0,0241","0,2","0,1929","0,0241","0,2","48,22","6,03","50",
"1770621159,91","0,459355","0,012923","-0,20194","79,1","-0,000001","0,000003","0","0,7711","0,5855","-0,083","-0,2363","1","0,1919","0,0265","0,2","0,1919","0,0265","0,2","47,98","6,62","50",
"1770621159,922","0,459339","0,013483","-0,201939","79,39","-0,000001","0,000003","0","0,7695","0,5873","-0,0829","-0,2368","1","0,1909","0,0288","0,2","0,1909","0,0288","0,2","47,74","7,21","50",
"1770621159,933","0,459321","0,014043","-0,201938","79,67","-0,000001","0,000003","0","0,7679","0,5892","-0,0828","-0,2374","1","0,19","0,0312","0,2","0,19","0,0312","0,2","47,49","7,79","50",
"1770621159,945","0,459303","0,014603","-0,201937","79,95","-0,000001","0,000003","0","0,7663","0,5911","-0,0827","-0,2379","1","0,189","0,0335","0,2","0,189","0,0335","0,2","47,25","8,38","50",
"1770621159,957","0,459284","0,015162","-0,201937","80,24","-0,000001","0,000003","0","0,7647","0,5929","-0,0825","-0,2385","1","0,188","0,0358","0,2","0,188","0,0358","0,2","47","8,96","50",
"1770621159,969","0,459265","0,015722","-0,201936","80,52","-0,000001","0,000003","0","0,7631","0,5948","-0,0824","-0,239","1","0,187","0,0381","0,2","0,187","0,0381","0,2","46,75","9,53","50",
"1770621159,98","0,459244","0,016282","-0,201936","80,81","-0,000001","0,000003","0","0,7615","0,5966","-0,0823","-0,2395","1","0,186","0,0404","0,2","0,186","0,0404","0,2","46,49","10,11","50",
"1770621159,992","0,459223","0,016841","-0,201935","81,09","-0,000001","0,000003","0","0,7599","0,5985","-0,0822","-0,2401","1","0,1849","0,0427","0,2","0,1849","0,0427","0,2","46,24","10,68","50",
"1770621160,002","0,459202","0,017401","-0,201935","81,37","-0,000001","0,000002","0","0,7583","0,6003","-0,0821","-0,2406","1","0,1839","0,045","0,2","0,1839","0,045","0,2","45,98","11,24","50",
"1770621160,014","0,45918","0,017961","-0,201934","81,66","-0,000001","0,000002","0","0,7567","0,6022","-0,082","-0,2411","1","0,1829","0,0472","0,2","0,1829","0,0472","0,2","45,72","11,81","50",
"1770621160,026","0,459157","0,01852","-0,201934","81,94","-0,000001","0,000002","0","0,755","0,604","-0,0818","-0,2416","1","0,1818","0,0495","0,2","0,1818","0,0495","0,2","45,46","12,37","50",
"1770621160,036","0,459133","0,01908","-0,201934","82,22","-0,000001","0,000002","0","0,7534","0,6058","-0,0817","-0,2421","1","0,1808","0,0517","0,2","0,1808","0,0517","0,2","45,19","12,93","50",
"1770621160,048","0,459109","0,019639","-0,201934","82,51","-0,000001","0,000002","0","0,7518","0,6077","-0,0816","-0,2427","1","0,1797","0,0539","0,2","0,1797","0,0539","0,2","44,93","13,48","50",
"1770621160,06","0,459083","0,020199","-0,201934","82,79","-0,000001","0,000002","0","0,7502","0,6095","-0,0815","-0,2432","1","0,1786","0,0561","0,2","0,1786","0,0561","0,2","44,66","14,03","50",
"1770621160,072","0,459058","0,020758","-0,201934","83,08","-0,000001","0,000002","0","0,7485","0,6113","-0,0813","-0,2437","1","0,1775","0,0583","0,2","0,1775","0,0583","0,2","44,39","14,58","50",
"1770621160,084","0,459031","0,021317","-0,201934","83,36","-0,000001","0,000002","0","0,7469","0,6132","-0,0812","-0,2442","1","0,1765","0,0605","0,2","0,1765","0,0605","0,2","44,11","15,12","50",
"1770621160,095","0,459004","0,021877","-0,201934","83,64","-0,000001","0,000002","0","0,7452","0,615","-0,081","-0,2447","1","0,1754","0,0627","0,2","0,1754","0,0627","0,2","43,84","15,66","50",
"1770621160,107","0,458976","0,022436","-0,201934","83,93","-0,000001","0,000002","0","0,7436","0,6168","-0,0809","-0,2452","1","0,1742","0,0648","0,2","0,1742","0,0648","0,2","43,56","16,2","50",
"1770621160,119","0,458948","0,022995","-0,201935","84,21","-0,000001","0,000002","0","0,7419","0,6186","-0,0808","-0,2457","1","0,1731","0,0669","0,2","0,1731","0,0669","0,2","43,28","16,73","50",
"1770621160,131","0,458919","0,023555","-0,201935","84,49","-0,000001","0,000002","0","0,7403","0,6204","-0,0806","-0,2462","1","0,172","0,0691","0,2","0,172","0,0691","0,2","43","17,27","50",
"1770621160,143","0,458889","0,024114","-0,201935","84,78","-0,000001","0,000002","0","0,7386","0,6222","-0,0805","-0,2466","1","0,1709","0,0712","0,2","0,1709","0,0712","0,2","42,72","17,79","50",
"1770621160,154","0,458858","0,024673","-0,201936","85,06","-0,000001","0,000002","0","0,7369","0,624","-0,0803","-0,2471","1","0,1697","0,0733","0,2","0,1697","0,0733","0,2","42,43","18,32","50",
"1770621160,168","0,458827","0,025232","-0,201936","85,34","-0,000001","0,000002","0","0,7353","0,6258","-0,0802","-0,2476","1","0,1686","0,0753","0,2","0,1686","0,0753","0,2","42,14","18,84","50",
"1770621160,184","0,458795","0,025791","-0,201937","85,63","-0,000001","0,000002","0","0,7336","0,6276","-0,08","-0,2481","1","0,1674","0,0774","0,2","0,1674","0,0774","0,2","41,86","19,35","50",
"1770621160,196","0,458762","0,02635","-0,201938","85,91","-0,000001","0,000002","0","0,7319","0,6294","-0,0798","-0,2486","1","0,1663","0,0795","0,2","0,1663","0,0795","0,2","41,56","19,87","50",
"1770621160,207","0,458729","0,026909","-0,201938","86,19","-0,000001","0,000002","0","0,7302","0,6312","-0,0797","-0,249","1","0,1651","0,0815","0,2","0,1651","0,0815","0,2","41,27","20,38","50",
"1770621160,218","0,458695","0,027468","-0,201939","86,48","-0,000001","0,000002","0","0,7285","0,633","-0,0795","-0,2495","1","0,1639","0,0835","0,2","0,1639","0,0835","0,2","40,98","20,88","50",
"1770621160,232","0,45866","0,028027","-0,20194","86,76","-0,000001","0,000002","0","0,7268","0,6348","-0,0793","-0,25","1","0,1627","0,0855","0,2","0,1627","0,0855","0,2","40,68","21,39","50",
"1770621160,242","0,458625","0,028586","-0,201941","87,04","-0,000001","0,000002","0","0,7251","0,6366","-0,0792","-0,2504","1","0,1615","0,0875","0,2","0,1615","0,0875","0,2","40,38","21,89","50",
"1770621160,254","0,458589","0,029145","-0,201942","87,33","-0,000001","0,000002","0","0,7234","0,6383","-0,079","-0,2509","1","0,1603","0,0895","0,2","0,1603","0,0895","0,2","40,08","22,38","50",
"1770621160,267","0,458552","0,029703","-0,201943","87,61","-0,000001","0,000002","0","0,7217","0,6401","-0,0788","-0,2513","1","0,1591","0,0915","0,2","0,1591","0,0915","0,2","39,78","22,87","50",
"1770621160,281","0,458515","0,030262","-0,201944","87,89","-0,000001","0,000002","0","0,72","0,6419","-0,0786","-0,2518","1","0,1579","0,0935","0,2","0,1579","0,0935","0,2","39,47","23,36","50",
"1770621160,293","0,458476","0,030821","-0,201945","88,17","-0,000001","0,000002","0","0,7183","0,6437","-0,0785","-0,2522","1","0,1567","0,0954","0,2","0,1567","0,0954","0,2","39,17","23,85","50",
"1770621160,303","0,458438","0,031379","-0,201946","88,46","-0,000001","0,000002","0","0,7166","0,6454","-0,0783","-0,2527","1","0,1554","0,0973","0,2","0,1554","0,0973","0,2","38,86","24,33","50",
"1770621160,315","0,458398","0,031938","-0,201948","88,74","-0,000001","0,000002","0","0,7148","0,6472","-0,0781","-0,2531","1","0,1542","0,0992","0,2","0,1542","0,0992","0,2","38,55","24,81","50",
"1770621160,326","0,458358","0,032496","-0,201949","89,02","-0,000001","0,000002","0","0,7131","0,6489","-0,0779","-0,2536","1","0,153","0,1011","0,2","0,153","0,1011","0,2","38,24","25,28","50",
"1770621160,337","0,458317","0,033055","-0,20195","89,31","-0,000001","0,000002","0","0,7114","0,6507","-0,0777","-0,254","1","0,1517","0,103","0,2","0,1517","0,103","0,2","37,92","25,75","50",
"1770621160,349","0,458275","0,033613","-0,201952","89,59","-0,000001","0,000002","-0,000001","0,7096","0,6524","-0,0775","-0,2544","1","0,1504","0,1049","0,2","0,1504","0,1049","0,2","37,61","26,22","50",
"1770621160,36","0,458233","0,034172","-0,201953","89,87","-0,000001","0,000002","-0,000001","0,7079","0,6542","-0,0773","-0,2549","1","0,1492","0,1067","0,2","0,1492","0,1067","0,2","37,29","26,69","50",
"1770621160,372","0,45819","0,03473","-0,201955","90,15","-0,000001","0,000002","-0,000001","0,7062","0,6559","-0,0771","-0,2553","1","0,1479","0,1086","0,2","0,1479","0,1086","0,2","36,97","27,15","50",
"1770621160,385","0,458147","0,035288","-0,201957","90,44","-0,000001","0,000002","-0,000001","0,7044","0,6577","-0,0769","-0,2557","1","0,1466","0,1104","0,2","0,1466","0,1104","0,2","36,65","27,6","50",
"1770621160,395","0,458102","0,035846","-0,201958","90,72","-0,000001","0,000002","-0,000001","0,7027","0,6594","-0,0767","-0,2561","1","0,1453","0,1122","0,2","0,1453","0,1122","0,2","36,33","28,05","50",
"1770621160,407","0,458057","0,036404","-0,20196","91","-0,000001","0,000002","-0,000001","0,7009","0,6611","-0,0765","-0,2565","1","0,144","0,114","0,2","0,144","0,114","0,2","36,01","28,5","50",
"1770621160,422","0,458011","0,036962","-0,201962","91,29","-0,000001","0,000002","-0,000001","0,6991","0,6629","-0,0763","-0,2569","1","0,1427","0,1158","0,2","0,1427","0,1158","0,2","35,68","28,95","50",
"1770621160,432","0,457965","0,037521","-0,201964","91,57","-0,000001","0,000002","-0,000001","0,6974","0,6646","-0,0761","-0,2574","1","0,1414","0,1176","0,2","0,1414","0,1176","0,2","35,36","29,39","50",
"1770621160,447","0,457918","0,038078","-0,201966","91,85","-0,000001","0,000002","-0,000001","0,6956","0,6663","-0,0759","-0,2578","1","0,1401","0,1193","0,2","0,1401","0,1193","0,2","35,03","29,83","50",
"1770621160,462","0,45787","0,038636","-0,201968","92,13","-0,000001","0,000002","-0,000001","0,6938","0,668","-0,0757","-0,2582","1","0,1388","0,121","0,2","0,1388","0,121","0,2","34,7","30,26","50",
"1770621160,47","0,457822","0,039194","-0,20197","92,42","-0,000001","0,000002","-0,000001","0,692","0,6697","-0,0754","-0,2586","1","0,1375","0,1228","0,2","0,1375","0,1228","0,2","34,37","30,69","50",
"1770621160,482","0,457773","0,039752","-0,201972","92,7","-0,000001","0,000002","-0,000001","0,6903","0,6714","-0,0752","-0,2589","1","0,1361","0,1245","0,2","0,1361","0,1245","0,2","34,04","31,12","50",
"1770621160,493","0,457723","0,04031","-0,201974","92,98","-0,000001","0,000002","-0,000001","0,6885","0,6731","-0,075","-0,2593","1","0,1348","0,1262","0,2","0,1348","0,1262","0,2","33,7","31,54","50",
"1770621160,504","0,457672","0,040867","-0,201976","93,26","-0,000001","0,000002","-0,000001","0,6867","0,6748","-0,0748","-0,2597","1","0,1335","0,1278","0,2","0,1335","0,1278","0,2","33,37","31,96","50",
"1770621160,519","0,457621","0,041425","-0,201978","93,54","-0,000001","0,000002","-0,000001","0,6849","0,6765","-0,0745","-0,2601","1","0,1321","0,1295","0,2","0,1321","0,1295","0,2","33,03","32,37","50",
"1770621160,532","0,457569","0,041983","-0,201981","93,83","-0,000001","0,000002","-0,000001","0,6831","0,6782","-0,0743","-0,2605","1","0,1308","0,1311","0,2","0,1308","0,1311","0,2","32,69","32,79","50",
"1770621160,544","0,457517","0,04254","-0,201983","94,11","-0,000001","0,000002","-0,000001","0,6813","0,6799","-0,0741","-0,2609","1","0,1294","0,1328","0,2","0,1294","0,1328","0,2","32,35","33,19","50",
"1770621160,555","0,457463","0,043097","-0,201985","94,39","-0,000001","0,000002","-0,000001","0,6795","0,6816","-0,0738","-0,2612","1","0,128","0,1344","0,2","0,128","0,1344","0,2","32,01","33,6","50",
"1770621160,566","0,457409","0,043655","-0,201988","94,67","-0,000001","0,000002","-0,000001","0,6777","0,6833","-0,0736","-0,2616","1","0,1267","0,136","0,2","0,1267","0,136","0,2","31,67","34","50",
"1770621160,579","0,457355","0,044212","-0,20199","94,96","-0,000001","0,000002","-0,000001","0,6759","0,685","-0,0734","-0,262","1","0,1253","0,1376","0,2","0,1253","0,1376","0,2","31,32","34,39","50",
"1770621160,591","0,457299","0,044769","-0,201993","95,24","-0,000001","0,000002","-0,000001","0,6741","0,6866","-0,0731","-0,2623","1","0,1239","0,1391","0,2","0,1239","0,1391","0,2","30,98","34,78","50",
"1770621160,604","0,457243","0,045326","-0,201995","95,52","-0,000001","0,000002","-0,000001","0,6722","0,6883","-0,0729","-0,2627","1","0,1225","0,1407","0,2","0,1225","0,1407","0,2","30,63","35,17","50",
"1770621160,615","0,457187","0,045883","-0,201998","95,8","-0,000001","0,000002","-0,000001","0,6704","0,69","-0,0726","-0,263","1","0,1211","0,1422","0,2","0,1211","0,1422","0,2","30,28","35,56","50",
"1770621160,625","0,457129","0,04644","-0,202001","96,08","-0,000001","0,000002","-0,000001","0,6686","0,6917","-0,0724","-0,2634","1","0,1197","0,1437","0,2","0,1197","0,1437","0,2","29,93","35,94","50",
"1770621160,637","0,457071","0,046997","-0,202003","96,37","-0,000001","0,000002","-0,000001","0,6668","0,6933","-0,0721","-0,2637","1","0,1183","0,1453","0,2","0,1183","0,1453","0,2","29,58","36,31","50",
"1770621160,648","0,457013","0,047554","-0,202006","96,65","-0,000001","0,000002","-0,000001","0,6649","0,695","-0,0719","-0,2641","1","0,1169","0,1467","0,2","0,1169","0,1467","0,2","29,23","36,69","50",
"1770621160,658","0,456953","0,048111","-0,202009","96,93","-0,000001","0,000002","-0,000001","0,6631","0,6966","-0,0716","-0,2644","1","0,1155","0,1482","0,2","0,1155","0,1482","0,2","28,87","37,05","50",
"1770621160,671","0,456893","0,048668","-0,202012","97,21","-0,000001","0,000002","-0,000001","0,6612","0,6983","-0,0713","-0,2648","1","0,1141","0,1497","0,2","0,1141","0,1497","0,2","28,52","37,42","50",
"1770621160,696","0,456832","0,049224","-0,202015","97,49","-0,000001","0,000002","-0,000001","0,6594","0,6999","-0,0711","-0,2651","1","0,1127","0,1511","0,2","0,1127","0,1511","0,2","28,16","37,78","50",
"1770621160,702","0,456771","0,049781","-0,202018","97,78","-0,000001","0,000002","-0,000001","0,6575","0,7016","-0,0708","-0,2654","1","0,1112","0,1525","0,2","0,1112","0,1525","0,2","27,81","38,14","50",
"1770621160,713","0,456709","0,050338","-0,202021","98,06","-0,000001","0,000002","-0,000001","0,6557","0,7032","-0,0706","-0,2658","1","0,1098","0,154","0,2","0,1098","0,154","0,2","27,45","38,49","50",
"1770621160,724","0,456646","0,050894","-0,202024","98,34","-0,000001","0,000002","-0,000001","0,6538","0,7048","-0,0703","-0,2661","1","0,1084","0,1553","0,2","0,1084","0,1553","0,2","27,09","38,84","50",
"1770621160,735","0,456582","0,05145","-0,202027","98,62","-0,000001","0,000002","-0,000001","0,652","0,7065","-0,07","-0,2664","1","0,1069","0,1567","0,2","0,1069","0,1567","0,2","26,73","39,18","50",
"1770621160,747","0,456518","0,052007","-0,20203","98,9","-0,000001","0,000002","-0,000001","0,6501","0,7081","-0,0697","-0,2667","1","0,1055","0,1581","0,2","0,1055","0,1581","0,2","26,37","39,52","50",
"1770621160,758","0,456453","0,052563","-0,202034","99,18","-0,000001","0,000002","-0,000001","0,6482","0,7097","-0,0695","-0,267","1","0,104","0,1594","0,2","0,104","0,1594","0,2","26","39,86","50",
"1770621160,769","0,456388","0,053119","-0,202037","99,47","-0,000001","0,000002","-0,000001","0,6464","0,7113","-0,0692","-0,2673","1","0,1026","0,1608","0,2","0,1026","0,1608","0,2","25,64","40,19","50",
"1770621160,78","0,456321","0,053675","-0,20204","99,75","-0,000001","0,000002","-0,000001","0,6445","0,7129","-0,0689","-0,2676","1","0,1011","0,1621","0,2","0,1011","0,1621","0,2","25,27","40,52","50",
"1770621160,794","0,456254","0,054231","-0,202043","100,03","-0,000001","0,000002","-0,000001","0,6426","0,7145","-0,0686","-0,2679","1","0,0996","0,1634","0,2","0,0996","0,1634","0,2","24,91","40,84","50",
"1770621160,809","0,456187","0,054787","-0,202047","100,31","-0,000001","0,000002","-0,000001","0,6407","0,7162","-0,0683","-0,2682","1","0,0982","0,1647","0,2","0,0982","0,1647","0,2","24,54","41,16","50",
"1770621160,819","0,456118","0,055343","-0,20205","100,59","-0,000001","0,000002","-0,000001","0,6388","0,7178","-0,068","-0,2685","1","0,0967","0,1659","0,2","0,0967","0,1659","0,2","24,17","41,48","50",
"1770621160,834","0,456049","0,055898","-0,202054","100,87","-0,000001","0,000002","-0,000001","0,6369","0,7194","-0,0677","-0,2688","1","0,0952","0,1672","0,2","0,0952","0,1672","0,2","23,8","41,79","50",
"1770621160,853","0,45598","0,056454","-0,202057","101,15","-0,000001","0,000002","-0,000001","0,635","0,7209","-0,0675","-0,2691","1","0,0937","0,1684","0,2","0,0937","0,1684","0,2","23,43","42,1","50",
"1770621160,861","0,455909","0,057009","-0,202061","101,44","-0,000001","0,000002","-0,000001","0,6331","0,7225","-0,0672","-0,2694","1","0,0923","0,1696","0,2","0,0923","0,1696","0,2","23,06","42,41","50",
"1770621160,872","0,455838","0,057565","-0,202065","101,72","-0,000001","0,000002","-0,000001","0,6312","0,7241","-0,0669","-0,2697","1","0,0908","0,1708","0,2","0,0908","0,1708","0,2","22,69","42,71","50",
"1770621160,883","0,455767","0,05812","-0,202068","102","-0,000001","0,000002","-0,000001","0,6293","0,7257","-0,0666","-0,2699","1","0,0893","0,172","0,2","0,0893","0,172","0,2","22,32","43","50",
"1770621160,894","0,455694","0,058676","-0,202072","102,28","-0,000001","0,000002","-0,000001","0,6274","0,7273","-0,0663","-0,2702","1","0,0878","0,1732","0,2","0,0878","0,1732","0,2","21,95","43,29","50",
"1770621160,905","0,455621","0,059231","-0,202076","102,56","-0,000001","0,000002","-0,000001","0,6255","0,7289","-0,066","-0,2705","1","0,0863","0,1743","0,2","0,0863","0,1743","0,2","21,57","43,58","50",
